1,1269
2,10083
3,10265
4,17358
5,45268
6,32389
7,27621
8,37127
9,55871
10,47779
11,43928
12,78103
13,49969
14,47022
15,73237
16,59866
17,91860
18,50323
19,80751
20,96059
21,72924
22,67253
23,84294
24,116400
25,118582
26,100325
27,63763
28,86334
29,83505
30,77810
31,94895
32,107573
33,118519
34,99690
35,118063
36,116402
37,99190
38,110339
39,108050
40,149478
41,154851
42,116184
43,94104
44,96993
45,78227
46,98161
47,105517
48,107890
49,95169
50,110816
51,83112
52,63648
53,55564
54,68261
55,58491
56,65276
57,75631
58,221408
59,59247
60,50280
61,52696
62,60706
63,68752
64,59085
65,84034
66,66250
67,106773
68,67729
69,70929
70,54563
71,65460
72,90735
73,90346
74,88152
75,67763
76,72546
77,105958
78,87570
79,71658
80,72413
81,78942
82,78975
83,81745
84,73579
85,48293
86,80350
87,89311
88,85771
89,92156
90,92530
91,94444
92,115884
93,77282
94,70914
95,57167
96,60897
97,65692
98,88686
99,64839
100,68175
101,67021
102,132523
103,88114
104,65172
105,106712
106,103054
107,96034
108,118472
109,149780
110,169256
111,156380
112,132330
113,164477
114,115177
115,67296
116,77344
117,86342
118,84521
119,74535
120,78885
121,75732
122,73521
123,134419
124,144538
125,125259
126,151257
127,120730
128,122892
129,152916
130,134043
131,157269
132,135097
133,116979
134,117983
135,87795
136,104844
137,170941
138,149631
139,149849
140,89012
141,161509
142,294384
143,101491
144,113829
145,182402
146,112686
147,180892
148,192131
149,191349
150,148986
151,129538
152,92552
153,94691
154,96341
155,119214
156,90563
157,159357
158,175612
159,163390
160,183205
161,193411
162,135072
163,133408
164,105704
165,103330
166,120078
167,119669
168,106581
169,197247
170,110160
171,212497
172,181197
173,218850
174,274845
175,176517
176,154345
177,206129
178,113935
179,119966
180,126480
181,202164
182,148623
183,121795
184,185857
185,252856
186,237016
187,248463
188,169298
189,159783
190,223277
191,216002
192,230124
193,134372
194,285939
195,144630
196,224842
197,222046
198,208424
199,151564
200,133513
201,280229
202,273183
203,282710
204,266622
205,233345
206,254913
207,276612
208,215937
209,232586
210,238381
211,260157
212,270093
213,271539
214,374213
215,245551
216,183494
217,200753
218,346410
219,243094
220,223249
221,294875
222,304655
223,363517
224,347276
225,377918
226,350726
227,333249
228,323117
229,297009
230,290495
231,350771
232,291441
233,312260
234,288934
235,375710
236,421084
237,277197
238,268152
239,268623
240,285420
241,285605
242,281852
243,250085
244,204533
245,199389
246,180278
247,182023
248,197842
249,204869
250,319930
251,248072
252,233355
253,197690
254,186858
255,200416
256,343099
257,245490
258,336843
259,455082
260,205162
261,187588
262,332716
263,334860
264,276645
265,208077
266,197217
267,220839
268,203749
269,215579
270,221939
271,409816
272,300822
273,235017
274,301510
275,202519
276,324626
277,202079
278,307395
279,530829
280,452804
281,360173
282,327863
283,417091
284,347824
285,342615
286,327293
287,325105
288,296390
289,231254
290,205637
291,202480
292,371494
293,367219
294,214453
295,197880
296,311919
297,332988
298,302933
299,386158
300,495364
301,368357
302,268323
303,204264
304,231523
305,199976
306,215647
307,212892
308,237231
309,215157
310,215161
311,240948
312,212277
313,215854
314,218172
315,204746
316,244712
317,522948
318,252125
319,259384
320,230773
321,240694
322,376516
323,452838
324,370379
325,269680
326,282666
327,220241
328,250226
329,247894
330,270597
331,236232
332,344734
333,263267
334,251844
335,238354
336,263238
337,255637
338,249821
339,396761
340,404842
341,350423
342,314424
343,344207
344,284344
345,378166
346,240224
347,263401
348,272023
349,240793
350,265856
351,270614
352,239118
353,243734
354,245052
355,245382
356,232844
357,262175
358,228589
359,271783
360,292464
361,352518
362,397636
363,410344
364,342886
365,534936
366,251437
367,281636
368,415455
369,305603
370,282337
371,248726
372,253473
373,279109
374,288103
375,341598
376,334605
377,302153
378,307282
379,296634
380,308743
381,426251
382,310120
383,327401
384,324757
385,529026
386,400698
387,347755
388,361638
389,347332
390,308618
391,306369
392,335108
393,318420
394,349465
395,530143
396,310695
397,295159
398,424810
399,360869
400,627541
401,993372
402,540987
403,460165
404,384337
405,337755
406,741076
407,338222
408,371439
409,347957
410,451936
411,512937
412,686278
413,737501
414,594716
415,419216
416,564981
417,569598
418,329464
419,630634
420,672731
421,820208
422,612978
423,645540
424,413524
425,726419
426,419860
427,644657
428,393715
429,395644
430,367300
431,393222
432,454805
433,639574
434,386272
435,648647
436,468062
437,393904
438,428627
439,411424
440,491498
441,463760
442,661008
443,401029
444,374065
445,677536
446,407640
447,409936
448,379453
449,617749
450,412491
451,403434
452,378320
453,509733
454,663962
455,409583
456,399786
457,411582
458,411620
459,355638
460,387918
461,401071
462,392679
463,422722
464,723134
465,500336
466,556610
467,764946
468,396690
469,464338
470,633953
471,724510
472,514355
473,386420
474,625517
475,639472
476,395938
477,423463
478,534718
479,714003
480,447427
481,437297
482,726527
483,732049
484,678845
485,451298
486,829275
487,400134
488,390856
489,477323
490,603075
491,722643
492,400107
493,707482
494,815872
495,786798
496,760527
497,713271
498,538173
499,1054009
500,677860
501,890886
502,915215
503,673619
504,681068
505,798316
506,688506
507,754742
508,826506
509,650493
510,443341
511,741652
512,469023
513,465673
514,474511
515,449073
516,451860
517,421458
518,605294
519,987545
520,473266
521,459149
522,451906
523,529527
524,644189
525,609923
526,495868
527,663608
528,924243
529,979801
530,512854
531,486030
532,947662
533,896556
534,734789
535,738370
536,937523
537,485716
538,930271
539,610196
540,667440
541,501836
542,505754
543,518346
544,601876
545,793123
546,842826
547,466032
548,619182
549,667056
550,513042
551,477208
552,546123
553,900915
554,781857
555,882043
556,943882
557,743145
558,489704
559,437664
560,510163
561,481559
562,413675
563,464419
564,565117
565,440161
566,436632
567,433408
568,478691
569,460330
570,499772
571,464633
572,838250
573,857254
574,490015
575,457636
576,565789
577,983097
578,558865
579,525456
580,814449
581,876223
582,711807
583,426577
584,448055
585,988417
586,934301
587,740069
588,806581
589,742082
590,965515
591,835631
592,780501
593,457329
594,423958
595,471999
596,443075
597,534756
598,493872
599,462733
600,463555
601,793788
602,769102
603,481134
604,801892
605,949599
606,571545
607,522871
608,476053
609,457352
610,481826
611,507579
612,483058
613,642382
614,456390
615,498898
616,852107
617,1021079
618,987817
619,760806
620,524131
621,537281
622,491214
623,829946
624,1053654
625,468194
626,494916
627,851258
628,597886
629,825847
630,945105
631,835771
632,854005
633,1000036
634,827780
635,504874
636,502936
637,471837
638,586449
639,552007
640,729632
641,793340
642,669173
643,511167
644,717710
645,626559
646,548651
647,786262
648,694224
649,520579
650,520384
651,569039
652,501375
653,475115
654,585574
655,498411
656,565301
657,493538
658,699046
659,624021
660,943397
661,500807
662,824218
663,677947
664,671194
665,533368
666,552554
667,571723
668,556680
669,630386
670,558480
671,1181064
672,754008
673,807168
674,552091
675,767644
676,701974
677,686914
678,689782
679,510608
680,626602
681,561265
682,545708
683,552753
684,596400
685,591837
686,524278
687,817336
688,971911
689,546380
690,578025
691,625537
692,1169426
693,545894
694,560340
695,545313
696,529394
697,571731
698,536837
699,744688
700,528174
701,825561
702,611396
703,871246
704,1066505
705,1104670
706,955596
707,551490
708,554281
709,609750
710,618023
711,552650
712,476609
713,225151
714,237867
715,362168
716,406105
717,209991
718,212397
719,222122
720,234568
721,316067
722,380069
723,228665
724,229756
725,225454
726,213582
727,223625
728,216472
729,365784
730,340349
731,341396
732,389507
733,372781
734,402421
735,346560
736,234794
737,400416
738,277932
739,421178
740,289944
741,417541
742,323707
743,522975
744,512295
745,392020
746,375686
747,566938
748,442992
749,301325
750,292677
751,329752
752,345618
753,322601
754,344430
755,336290
756,305656
757,323506
758,281036
759,309195
760,299476
761,304849
762,544723
763,514734
764,308047
765,524317
766,320244
767,474662
768,327407
769,361162
770,316004
771,350383
772,298113
773,312118
774,287584
775,296679
776,432517
777,415078
778,317647
779,311668
780,501795
781,734721
782,337735
783,318523
784,305699
785,338629
786,299561
787,340086
788,353088
789,536901
790,493201
791,466174
792,498689
793,326288
794,828471
795,327422
796,333931
797,556808
798,545030
799,558760
800,390894
801,531445
802,520043
803,517766
804,578265
805,607453
806,336740
807,365881
808,555592
809,535012
810,398731
811,357169
812,530677
813,368024
814,332922
815,592162
816,449925
817,318090
818,347957
819,354366
820,314605
821,316410
822,322455
823,559185
824,352515
825,319009
826,506456
827,423350
828,588069
829,457968
830,656245
831,428921
832,443992
833,450727
834,617601
835,627734
836,388810
837,533725
838,582618
839,359885
840,361159
841,642826
842,717554
843,511549
844,349969
845,328298
846,347609
847,333220
848,487573
849,388671
850,401115
851,391881
852,361466
853,351398
854,580466
855,516861
856,560440
857,540166
858,554662
859,509399
860,513805
861,343298
862,398347
863,609273
864,363559
865,339090
866,401791
867,454837
868,345830
869,366391
870,260426
871,248253
872,374890
873,311014
874,250662
875,246994
876,276274
877,246459
878,400425
879,452890
880,265054
881,255917
882,308918
883,312453
884,370067
885,294118
886,554196
887,289207
888,252576
889,259369
890,260182
891,314298
892,287816
893,268262
894,290266
895,263945
896,250576
897,480484
898,326539
899,303341
900,399558
901,469103
902,507969
903,347544
904,371529
905,329567
906,524112
907,530791
908,315626
909,272325
910,290494
911,350504
912,497023
913,295565
914,535324
915,495635
916,412017
917,312127
918,313404
919,287575
920,275201
921,300671
922,316807
923,280426
924,287817
925,275764
926,287112
927,291932
928,280404
929,283831
930,303958
931,531587
932,347245
933,281019
934,283768
935,350672
936,333423
937,323061
938,315348
939,304626
940,361656
941,321260
942,299056
943,276934
944,278061
945,307199
946,307647
947,322800
948,344800
949,541162
950,551583
951,408976
952,298366
953,528659
954,437590
955,295379
956,299096
957,474354
958,335747
959,322274
960,288813
961,272796
962,291385
963,279146
964,290100
965,464005
966,385551
967,318874
968,354663
969,430916
970,296334
971,369043
972,431473
973,421442
974,503286
975,378382
976,283166
977,289261
978,302176
979,284211
980,299053
981,302576
982,542184
983,434773
984,319991
985,296247
986,287682
987,385971
988,357870
989,415179
990,286209
991,337873
992,273411
993,307173
994,298781
995,285834
996,310163
997,298007
998,331185
999,306303
1000,484756
